Poll_ID,Pollster,Date,Parliament_ID,CDUCSU,SPD,Gruene,FDP,Linke,AfD,BSW
BT02191123M,Forsa,2019-11-23,BT,26,14,21,9,9,13,NA
BT13191127U,YouGov,2019-11-27,BT,26,13,22,7,10,15,NA
BT06191129Q,Forschungsgruppe Wahlen,2019-11-29,BT,27,13,23,7,10,14,NA
BT03191130T,Emnid,2019-11-30,BT,28,15,20,8,9,14,NA
BT02191130N,Forsa,2019-11-30,BT,27,14,22,8,8,13,NA
BE02191203S,Forsa,2019-12-03,BE,17,16,24,5,17,11,NA
BT04191203Q,GMS,2019-12-03,BT,27,14,21,9,8,15,NA
BT01191205U,Infratest dimap,2019-12-05,BT,25,13,23,9,8,15,NA
BT03191207U,Emnid,2019-12-07,BT,28,16,20,9,8,13,NA
BT02191207O,Forsa,2019-12-07,BT,28,11,22,9,8,14,NA
SL05191210J,INSA,2019-12-10,SL,36,24,15,4,11,7,NA
RP01191212N,Infratest dimap,2019-12-12,RP,30,26,16,7,4,13,NA
BT01191212V,Infratest dimap,2019-12-12,BT,27,14,21,8,8,15,NA
BT06191213R,Forschungsgruppe Wahlen,2019-12-13,BT,27,13,23,8,9,14,NA
BT03191214V,Emnid,2019-12-14,BT,28,16,20,9,9,13,NA
BT02191214P,Forsa,2019-12-14,BT,28,12,22,8,9,13,NA
HH01191217C,Infratest dimap,2019-12-17,HH,17,28,26,6,11,7,NA
BT13191218V,YouGov,2019-12-18,BT,27,13,21,7,10,15,NA
BT09191219B,Allensbach,2019-12-19,BT,28.5,15,21,7,8.5,15,NA
BT03191221W,Emnid,2019-12-21,BT,27,15,20,9,9,14,NA
BT02191221Q,Forsa,2019-12-21,BT,28,13,22,8,8,13,NA
HE05191224D,INSA,2019-12-24,HE,26,16,23,8,9,13,NA
BE02191226T,Forsa,2019-12-26,BE,17,15,22,6,19,11,NA
BE05200102U,INSA,2020-01-02,BE,18,15,23,7,19,13,NA
BY04200103J,GMS,2020-01-03,BY,38,8,20,6,4,10,NA
BT04200103R,GMS,2020-01-03,BT,28,13,21,9,8,14,NA
HH02200106D,Forsa,2020-01-06,HH,16,29,26,7,10,7,NA
HH01200109F,Infratest dimap,2020-01-09,HH,15,29,29,7,9,7,NA
HH07200109E,Trend Research Hamburg,2020-01-09,HH,13,32,23,8,13,8,NA
BT01200109W,Infratest dimap,2020-01-09,BT,27,13,23,9,8,14,NA
BT03200111X,Emnid,2020-01-11,BT,27,14,21,9,9,14,NA
BT02200111R,Forsa,2020-01-11,BT,28,12,22,9,8,13,NA
BY01200115K,Infratest dimap,2020-01-15,BY,36,7,25,4,3,10,NA
MV02200116B,Forsa,2020-01-16,MV,20,19,13,5,14,19,NA
BT06200116S,Forschungsgruppe Wahlen,2020-01-16,BT,27,14,23,7,9,14,NA
BT03200118Y,Emnid,2020-01-18,BT,26,15,21,9,9,14,NA
BT02200118S,Forsa,2020-01-18,BT,28,13,22,8,9,13,NA
HH01200123G,Infratest dimap,2020-01-23,HH,16,32,27,6,8,7,NA
BT01200123X,Infratest dimap,2020-01-23,BT,26,14,24,8,8,14,NA
BT03200125A,Emnid,2020-01-25,BT,26,14,21,9,10,15,NA
BT02200125T,Forsa,2020-01-25,BT,28,12,23,9,9,12,NA
SH05200128R,INSA,2020-01-28,SH,28,20,26,9,3,7,NA
TH01200128U,Infratest dimap,2020-01-28,TH,19,8,6,6,32,24,NA
BT09200129C,Allensbach,2020-01-29,BT,28.5,14,23.5,8,8,13,NA
BT03200201B,Emnid,2020-02-01,BT,27,15,21,8,9,14,NA
BT02200201U,Forsa,2020-02-01,BT,28,12,23,9,9,11,NA
HH01200206H,Infratest dimap,2020-02-06,HH,14,34,27,5,8,7,NA
TH05200206V,INSA,2020-02-06,TH,19,6,6,7,34,23,NA
BT01200206Y,Infratest dimap,2020-02-06,BT,27,14,22,8,9,14,NA
TH02200207W,Forsa,2020-02-07,TH,12,9,7,4,37,24,NA
BT06200207T,Forschungsgruppe Wahlen,2020-02-07,BT,27,14,22,6,10,14,NA
BT02200208V,Forsa,2020-02-08,BT,28,14,23,8,9,10,NA
BT03200209C,Emnid,2020-02-09,BT,28,15,20,8,9,15,NA
HH07200210I,Trend Research Hamburg,2020-02-10,HH,14,33,24,7,10,7,NA
TH01200210X,Infratest dimap,2020-02-10,TH,13,10,5,4,39,24,NA
BE02200211V,Forsa,2020-02-11,BE,16,15,25,6,17,11,NA
HH01200213J,Infratest dimap,2020-02-13,HH,14,38,23,5,8,6,NA
BT01200213A,Infratest dimap,2020-02-13,BT,26,16,22,7,9,14,NA
HH06200214K,Forschungsgruppe Wahlen,2020-02-14,HH,13,37,25,4.5,8,7,NA
TH05200214Y,INSA,2020-02-14,TH,14,7,6,4,40,25,NA
BT03200215D,Emnid,2020-02-15,BT,28,15,20,6,10,15,NA
BT02200215W,Forsa,2020-02-15,BT,27,14,24,6,10,11,NA
HE01200217E,Infratest dimap,2020-02-17,HE,26,16,25,7,8,12,NA
HH05200218L,INSA,2020-02-18,HH,13,38,23,5,8,7,NA
HH18200219M,Universität Hamburg,2020-02-19,HH,12,34,32,6,7,5,NA
BT09200219D,Allensbach,2020-02-19,BT,27.5,14.5,23,8,9.5,13,NA
HH06200220N,Forschungsgruppe Wahlen,2020-02-20,HH,12,39,24,5,8.5,6,NA
BT03200222E,Emnid,2020-02-22,BT,27,15,20,7,10,14,NA
BT02200222X,Forsa,2020-02-22,BT,27,14,24,7,10,10,NA
BY04200225M,GMS,2020-02-25,BY,38,9,20,3,4,11,NA
BB02200226E,Forsa,2020-02-26,BB,14,22,15,3,15,18,NA
BT02200229Y,Forsa,2020-02-29,BT,27,16,24,5,10,10,NA
BT03200301F,Emnid,2020-03-01,BT,25,16,22,6,10,14,NA
RP01200305O,Infratest dimap,2020-03-05,RP,27,26,18,7,6,11,NA
BT01200305B,Infratest dimap,2020-03-05,BT,27,16,23,6,9,12,NA
BT06200306U,Forschungsgruppe Wahlen,2020-03-06,BT,26,16,23,6,8,14,NA
BT13200306W,YouGov,2020-03-06,BT,27,15,21,6,10,14,NA
BT02200307A,Forsa,2020-03-07,BT,26,15,24,6,10,11,NA
BT03200308G,Emnid,2020-03-08,BT,24,17,22,7,9,14,NA
BW01200312T,Infratest dimap,2020-03-12,BW,23,11,36,7,5,14,NA
TH05200312A,INSA,2020-03-12,TH,15,8,6,4,38,25,NA
BT03200314H,Emnid,2020-03-14,BT,26,17,21,7,8,14,NA
BT02200314B,Forsa,2020-03-14,BT,29,14,22,6,10,11,NA
BT01200319C,Infratest dimap,2020-03-19,BT,30,14,23,7,9,10,NA
ST05200320W,INSA,2020-03-20,ST,25,11,11,4,18,25,NA
BT03200321I,Emnid,2020-03-21,BT,28,16,21,7,9,13,NA
BT02200321C,Forsa,2020-03-21,BT,32,15,20,7,9,9,NA
BT09200325E,Allensbach,2020-03-25,BT,29,16.5,23,7,8,11.5,NA
BT02200326D,Forsa,2020-03-26,BT,36,16,17,6,8,9,NA
BT06200327V,Forschungsgruppe Wahlen,2020-03-27,BT,33,15,22,6,8,10,NA
BT03200328J,Emnid,2020-03-28,BT,32,18,19,6,9,11,NA
BT02200328E,Forsa,2020-03-28,BT,36,16,17,6,8,9,NA
TH05200402B,INSA,2020-04-02,TH,18,7,7,4,37,23,NA
BT01200402D,Infratest dimap,2020-04-02,BT,34,16,22,5,7,10,NA
BT13200403X,YouGov,2020-04-03,BT,34,16,18,6,9,12,NA
BT03200404K,Emnid,2020-04-04,BT,33,18,18,6,9,11,NA
BT02200404F,Forsa,2020-04-04,BT,37,17,16,6,8,9,NA
BB01200407F,Infratest dimap,2020-04-07,BB,19,27,12,4,11,20,NA
BY01200408N,Infratest dimap,2020-04-08,BY,49,10,17,NA,3,6,NA
BT06200409W,Forschungsgruppe Wahlen,2020-04-09,BT,35,17,20,5,7,10,NA
NW02200410M,Forsa,2020-04-10,NW,39,20,15,8,6,6,NA
BT03200411L,Emnid,2020-04-11,BT,37,17,16,6,9,10,NA
BT02200411G,Forsa,2020-04-11,BT,37,17,16,5,8,10,NA
RP05200415P,INSA,2020-04-15,RP,30,24,19,5,5,12,NA
BT01200416E,Infratest dimap,2020-04-16,BT,38,17,19,5,7,9,NA
BT03200418M,Emnid,2020-04-18,BT,37,18,16,7,8,9,NA
BT02200418H,Forsa,2020-04-18,BT,39,16,15,5,8,10,NA
NW01200419N,Infratest dimap,2020-04-19,NW,40,19,20,7,4,6,NA
BW05200422U,INSA,2020-04-22,BW,31,13,29,7,4,11,NA
RP01200423Q,Infratest dimap,2020-04-23,RP,38,27,13,6,4,8,NA
BT09200424F,Allensbach,2020-04-24,BT,38,16,19,6,7,9,NA
BT06200424X,Forschungsgruppe Wahlen,2020-04-24,BT,39,16,18,5,7,9,NA
BT03200425N,Emnid,2020-04-25,BT,38,16,15,6,9,11,NA
BT02200425I,Forsa,2020-04-25,BT,39,16,15,6,8,9,NA
BT04200427S,GMS,2020-04-27,BT,38,16,16,6,8,10,NA
BE01200429W,Infratest dimap,2020-04-29,BE,23,20,21,5,14,10,NA
BW01200430V,Infratest dimap,2020-04-30,BW,30,11,34,6,3,12,NA
BT13200430Y,YouGov,2020-04-30,BT,37,16,16,5,9,11,NA
BT03200502O,Emnid,2020-05-02,BT,37,15,15,6,9,12,NA
BT02200502J,Forsa,2020-05-02,BT,38,17,14,6,8,10,NA
BY04200505O,GMS,2020-05-05,BY,47,10,15,3,3,7,NA
BT01200507F,Infratest dimap,2020-05-07,BT,39,16,18,5,8,9,NA
BT03200509P,Emnid,2020-05-09,BT,38,17,14,5,8,12,NA
BT02200509K,Forsa,2020-05-09,BT,40,15,15,6,7,10,NA
HE01200514F,Infratest dimap,2020-05-14,HE,36,18,20,7,4,10,NA
BT01200514G,Infratest dimap,2020-05-14,BT,38,15,18,6,7,10,NA
BT06200515Y,Forschungsgruppe Wahlen,2020-05-15,BT,38,15,18,5,8,10,NA
BT03200516Q,Emnid,2020-05-16,BT,39,16,14,6,8,11,NA
BT02200516L,Forsa,2020-05-16,BT,39,15,16,6,8,9,NA
TH05200521C,INSA,2020-05-21,TH,21,8,7,5,34,22,NA
BT09200522G,Allensbach,2020-05-22,BT,38,15.5,19,5.5,7,9,NA
BT03200523R,Emnid,2020-05-23,BT,38,16,15,7,8,10,NA
BT02200523M,Forsa,2020-05-23,BT,40,15,16,5,8,9,NA
BY01200527P,Infratest dimap,2020-05-27,BY,48,9,19,3,3,5,NA
BT13200528A,YouGov,2020-05-28,BT,37,15,16,5,9,11,NA
BT06200529A,Forschungsgruppe Wahlen,2020-05-29,BT,39,15,19,4,8,9,NA
BY05200530Q,INSA,2020-05-30,BY,46,10,17,4,3,7,NA
BT03200530S,Emnid,2020-05-30,BT,40,16,15,8,7,9,NA
BT02200530N,Forsa,2020-05-30,BT,40,15,16,5,8,9,NA
NI02200604D,Forsa,2020-06-04,NI,32,30,16,5,6,5,NA
BT01200604H,Infratest dimap,2020-06-04,BT,38,15,19,6,8,9,NA
ST01200605X,Infratest dimap,2020-06-05,ST,34,13,8,4,16,19,NA
BT03200606T,Emnid,2020-06-06,BT,38,15,16,7,8,8,NA
BT02200606O,Forsa,2020-06-06,BT,40,16,15,6,8,8,NA
MV01200609C,Infratest dimap,2020-06-09,MV,29,24,10,4,13,15,NA
BT06200612B,Forschungsgruppe Wahlen,2020-06-12,BT,39,15,20,4,7,9,NA
BT03200613U,Emnid,2020-06-13,BT,39,15,17,7,7,9,NA
BT02200613P,Forsa,2020-06-13,BT,40,14,17,6,8,8,NA
NW01200614O,Infratest dimap,2020-06-14,NW,37,20,20,7,4,7,NA
BT04200615T,GMS,2020-06-15,BT,39,15,17,6,8,9,NA
BY04200616R,GMS,2020-06-16,BY,48,9,16,4,3,6,NA
BT09200618H,Allensbach,2020-06-18,BT,40,16,18.5,4.5,7,9.5,NA
BT03200620V,Emnid,2020-06-20,BT,38,15,17,7,8,10,NA
BT02200620Q,Forsa,2020-06-20,BT,39,14,18,5,8,9,NA
HH21200625O,Policy Matters,2020-06-25,HH,13,39,23,5,10,6,NA
TH05200625D,INSA,2020-06-25,TH,22,9,6,3,35,22,NA
BT01200625I,Infratest dimap,2020-06-25,BT,37,16,20,5,7,10,NA
BT06200626C,Forschungsgruppe Wahlen,2020-06-26,BT,40,15,19,5,7,9,NA
BT13200626B,YouGov,2020-06-26,BT,37,15,17,5,9,11,NA
BT03200627W,Emnid,2020-06-27,BT,37,16,18,6,8,10,NA
BT02200627R,Forsa,2020-06-27,BT,38,14,17,6,8,10,NA
BT01200702J,Infratest dimap,2020-07-02,BT,37,16,20,5,7,10,NA
BT03200704X,Emnid,2020-07-04,BT,37,16,19,6,8,10,NA
BT02200704S,Forsa,2020-07-04,BT,38,14,18,5,8,10,NA
SN05200708R,INSA,2020-07-08,SN,36,7,10,4,11,26,NA
BT06200710D,Forschungsgruppe Wahlen,2020-07-10,BT,39,15,20,5,7,9,NA
BT02200711T,Forsa,2020-07-11,BT,38,14,18,6,7,10,NA
BT03200712Y,Emnid,2020-07-12,BT,38,15,17,6,8,11,NA
BE05200715X,INSA,2020-07-15,BE,21,16,19,5,18,12,NA
BT03200718A,Emnid,2020-07-18,BT,38,16,17,6,8,10,NA
BT02200718U,Forsa,2020-07-18,BT,38,14,18,6,8,9,NA
BY01200722S,Infratest dimap,2020-07-22,BY,49,7,20,3,3,7,NA
BT09200722I,Allensbach,2020-07-22,BT,38,15.5,20,5.5,7.5,9,NA
BT01200723K,Infratest dimap,2020-07-23,BT,37,14,20,5,7,11,NA
BT02200725V,Forsa,2020-07-25,BT,38,14,18,6,8,9,NA
BT03200726B,Emnid,2020-07-26,BT,37,15,18,6,8,11,NA
BT04200727U,GMS,2020-07-27,BT,38,14,19,6,6,10,NA
BY04200728T,GMS,2020-07-28,BY,49,7,19,3,3,7,NA
ST04200729Y,GMS,2020-07-29,ST,33,12,10,4,16,19,NA
TH05200730E,INSA,2020-07-30,TH,22,9,6,4,35,21,NA
BT06200731E,Forschungsgruppe Wahlen,2020-07-31,BT,38,14,21,5,8,9,NA
BT02200801W,Forsa,2020-08-01,BT,38,14,18,6,8,8,NA
BT03200802C,Emnid,2020-08-02,BT,37,16,17,6,8,10,NA
TH01200806F,Infratest dimap,2020-08-06,TH,24,10,6,4,32,20,NA
BT01200806L,Infratest dimap,2020-08-06,BT,38,15,18,6,7,11,NA
BT13200806C,YouGov,2020-08-06,BT,36,14,18,6,9,11,NA
BT02200808X,Forsa,2020-08-08,BT,38,14,18,6,8,8,NA
BT03200809D,Emnid,2020-08-09,BT,38,15,18,6,8,11,NA
BY05200811U,INSA,2020-08-11,BY,47,10,18,3,3,7,NA
BT02200815Y,Forsa,2020-08-15,BT,36,16,20,6,6,9,NA
BT03200816E,Emnid,2020-08-16,BT,36,18,16,6,8,11,NA
BT01200820M,Infratest dimap,2020-08-20,BT,37,16,17,6,8,10,NA
BY04200821V,GMS,2020-08-21,BY,47,9,18,3,3,7,NA
BT02200822A,Forsa,2020-08-22,BT,36,16,19,5,7,9,NA
BT03200823F,Emnid,2020-08-23,BT,36,17,16,7,8,10,NA
BT09200827J,Allensbach,2020-08-27,BT,38,17,19,5.5,7,9,NA
BT06200828F,Forschungsgruppe Wahlen,2020-08-28,BT,38,16,19,5,8,9,NA
BT13200828D,YouGov,2020-08-28,BT,36,16,18,5,8,11,NA
BT02200829B,Forsa,2020-08-29,BT,36,16,19,5,7,9,NA
BT03200830G,Emnid,2020-08-30,BT,36,16,18,6,8,11,NA
NW01200902P,Infratest dimap,2020-09-02,NW,34,21,22,7,4,7,NA
BT01200903N,Infratest dimap,2020-09-03,BT,36,17,19,6,7,10,NA
TH05200904G,INSA,2020-09-04,TH,22,9,5,4,33,22,NA
BT02200905C,Forsa,2020-09-05,BT,36,16,18,5,9,9,NA
BT03200906H,Emnid,2020-09-06,BT,36,17,18,6,7,11,NA
BW05200910W,INSA,2020-09-10,BW,31,12,28,7,5,12,NA
RP01200910R,Infratest dimap,2020-09-10,RP,34,26,17,6,4,9,NA
BT02200912D,Forsa,2020-09-12,BT,36,16,18,5,9,9,NA
BT03200913I,Emnid,2020-09-13,BT,36,17,18,6,8,10,NA
BT06200917G,Forschungsgruppe Wahlen,2020-09-17,BT,37,17,19,5,7,10,NA
BT01200917O,Infratest dimap,2020-09-17,BT,36,16,20,5,8,10,NA
BT03200919J,Emnid,2020-09-19,BT,36,16,18,5,8,11,NA
BT02200919E,Forsa,2020-09-19,BT,36,14,22,5,8,8,NA
BT09200922K,Allensbach,2020-09-22,BT,37,17,19.5,6,7,9,NA
BE01200923Y,Infratest dimap,2020-09-23,BE,22,15,26,6,15,10,NA
BT13200925E,YouGov,2020-09-25,BT,35,15,18,5,9,12,NA
BT02200926F,Forsa,2020-09-26,BT,35,15,21,6,8,9,NA
BT03200927K,Emnid,2020-09-27,BT,36,16,18,6,8,11,NA
BT01201001P,Infratest dimap,2020-10-01,BT,35,15,21,6,8,10,NA
BT02201003G,Forsa,2020-10-03,BT,36,15,20,6,7,9,NA
BT03201004L,Emnid,2020-10-04,BT,35,16,18,6,9,11,NA
BY01201007W,Infratest dimap,2020-10-07,BY,45,8,21,3,3,8,NA
BB05201008G,INSA,2020-10-08,BB,17,21,16,4,13,20,NA
BT06201009H,Forschungsgruppe Wahlen,2020-10-09,BT,37,16,20,5,7,10,NA
BT02201010H,Forsa,2020-10-10,BT,36,15,20,5,8,9,NA
BT03201011M,Emnid,2020-10-11,BT,34,17,20,5,8,9,NA
BE05201012A,INSA,2020-10-12,BE,21,18,20,6,16,12,NA
BY04201013X,GMS,2020-10-13,BY,46,8,19,4,3,8,NA
BT04201013V,GMS,2020-10-13,BT,36,16,20,5,7,10,NA
BW01201015X,Infratest dimap,2020-10-15,BW,29,11,34,6,4,11,NA
NI01201015E,Infratest dimap,2020-10-15,NI,35,27,20,4,5,6,NA
TH05201015H,INSA,2020-10-15,TH,22,8,7,4,33,22,NA
BT01201015Q,Infratest dimap,2020-10-15,BT,35,15,20,6,7,11,NA
BT03201017N,Emnid,2020-10-17,BT,35,16,19,6,8,10,NA
BT02201017I,Forsa,2020-10-17,BT,36,15,20,6,7,9,NA
RP05201021S,INSA,2020-10-21,RP,33,27,14,5,5,10,NA
BT09201023L,Allensbach,2020-10-23,BT,35.5,17,20,6,7,10,NA
BT06201023I,Forschungsgruppe Wahlen,2020-10-23,BT,38,15,20,5,8,9,NA
BT03201024O,Emnid,2020-10-24,BT,35,15,19,6,8,11,NA
BT02201024J,Forsa,2020-10-24,BT,36,15,20,6,7,9,NA
BT13201030F,YouGov,2020-10-30,BT,35,15,18,6,9,12,NA
NW05201031Q,INSA,2020-10-31,NW,33,23,19,8,5,8,NA
BT02201031K,Forsa,2020-10-31,BT,35,16,19,6,8,10,NA
BT03201101P,Emnid,2020-11-01,BT,35,15,19,7,8,10,NA
HE05201103G,INSA,2020-11-03,HE,30,18,19,6,9,11,NA
TH05201106I,INSA,2020-11-06,TH,22,9,6,5,33,22,NA
BT02201107L,Forsa,2020-11-07,BT,36,15,18,6,8,10,NA
NI05201108F,INSA,2020-11-08,NI,34,27,18,6,5,6,NA
BT03201108Q,Emnid,2020-11-08,BT,36,16,18,7,8,9,NA
BT04201109W,GMS,2020-11-09,BT,37,15,19,5,7,10,NA
BY04201110Y,GMS,2020-11-10,BY,46,8,18,4,3,8,NA
SL01201111K,Infratest dimap,2020-11-11,SL,40,22,12,3,11,8,NA
BT01201112R,Infratest dimap,2020-11-12,BT,36,15,20,6,7,10,NA
BT06201113J,Forschungsgruppe Wahlen,2020-11-13,BT,37,16,20,5,7,9,NA
BT02201114M,Forsa,2020-11-14,BT,36,15,19,5,8,10,NA
BT03201115R,Emnid,2020-11-15,BT,35,15,19,7,8,9,NA
BT09201118M,Allensbach,2020-11-18,BT,37,17,18,6.5,7.5,9.5,NA
BW05201119Y,INSA,2020-11-19,BW,31,11,29,7,5,12,NA
BB01201119H,Infratest dimap,2020-11-19,BB,20,26,12,5,11,19,NA
BT02201121N,Forsa,2020-11-21,BT,36,16,19,6,7,9,NA
BT03201122S,Emnid,2020-11-22,BT,36,16,18,7,7,9,NA
MV01201125D,Infratest dimap,2020-11-25,MV,27,27,10,3,12,15,NA
SH05201125S,INSA,2020-11-25,SH,33,20,24,8,3,6,NA
BT01201126S,Infratest dimap,2020-11-26,BT,35,15,21,7,7,11,NA
BT13201126G,YouGov,2020-11-26,BT,37,15,18,6,9,10,NA
BT06201127K,Forschungsgruppe Wahlen,2020-11-27,BT,37,16,21,5,7,9,NA
BT02201128O,Forsa,2020-11-28,BT,37,15,21,6,8,7,NA
BT03201129T,Emnid,2020-11-29,BT,34,16,18,8,8,9,NA
ST05201202A,INSA,2020-12-02,ST,29,10,10,4,17,23,NA
BT01201203T,Infratest dimap,2020-12-03,BT,36,15,21,6,7,10,NA
BT02201205P,Forsa,2020-12-05,BT,36,15,20,6,8,8,NA
BT03201206U,Emnid,2020-12-06,BT,35,15,19,7,8,10,NA
HE01201209H,Infratest dimap,2020-12-09,HE,34,19,22,7,5,8,NA
RP01201210T,Infratest dimap,2020-12-10,RP,34,28,15,5,3,9,NA
BT06201210L,Forschungsgruppe Wahlen,2020-12-10,BT,37,16,20,5,8,10,NA
BT01201210U,Infratest dimap,2020-12-10,BT,36,16,20,6,7,9,NA
BT02201212Q,Forsa,2020-12-12,BT,37,15,20,5,8,8,NA
BT03201213V,Emnid,2020-12-13,BT,35,16,19,7,7,10,NA
BT09201216N,Allensbach,2020-12-16,BT,37,16.5,19,7,7,9,NA
BW01201217A,Infratest dimap,2020-12-17,BW,30,10,35,7,3,11,NA
BE05201218B,INSA,2020-12-18,BE,22,18,18,7,16,12,NA
BT03201219W,Emnid,2020-12-19,BT,35,17,19,6,8,10,NA
BT02201219R,Forsa,2020-12-19,BT,37,15,19,6,8,8,NA
BB02201220I,Forsa,2020-12-20,BB,20,23,15,4,12,16,NA
BT02201226S,Forsa,2020-12-26,BT,36,15,18,6,9,9,NA
SN05210104S,INSA,2021-01-04,SN,34,7,10,5,11,26,NA
BT04210104X,GMS,2021-01-04,BT,37,16,18,6,8,9,NA
BY04210105A,GMS,2021-01-05,BY,48,8,18,4,2,6,NA
BT13210106H,YouGov,2021-01-06,BT,36,15,18,6,9,10,NA
BT01210107V,Infratest dimap,2021-01-07,BT,35,14,21,7,7,10,NA
BT02210109T,Forsa,2021-01-09,BT,36,14,20,7,8,8,NA
BW05210113B,INSA,2021-01-13,BW,30,12,30,8,4,12,NA
BY01210113B,Infratest dimap,2021-01-13,BY,48,7,19,3,3,7,NA
RP01210114U,Infratest dimap,2021-01-14,RP,33,28,15,6,3,8,NA
BT06210115M,Forschungsgruppe Wahlen,2021-01-15,BT,37,15,20,5,8,10,NA
BT03210117X,Emnid,2021-01-17,BT,36,15,18,7,8,10,NA
BT02210118V,Forsa,2021-01-18,BT,35,15,19,7,8,9,NA
BT02210118U,Forsa,2021-01-18,BT,35,15,20,6,8,9,NA
MV02210121F,Forsa,2021-01-21,MV,24,26,10,3,16,14,NA
BT01210121W,Infratest dimap,2021-01-21,BT,34,15,21,7,6,10,NA
RP05210123V,INSA,2021-01-23,RP,33,30,14,6,3,9,NA
BT03210124Y,Emnid,2021-01-24,BT,35,15,20,7,8,9,NA
BT02210126W,Forsa,2021-01-26,BT,37,15,18,7,7,9,NA
ST05210127B,INSA,2021-01-27,ST,30,10,9,5,16,23,NA
BY05210128C,INSA,2021-01-28,BY,46,9,18,5,3,7,NA
BT09210128O,Allensbach,2021-01-28,BT,37,16,20,6.5,7.5,9,NA
BT06210128N,Forschungsgruppe Wahlen,2021-01-28,BT,37,15,20,6,7,9,NA
NW01210131R,Infratest dimap,2021-01-31,NW,37,17,24,8,3,6,NA
BT03210131A,Emnid,2021-01-31,BT,36,15,19,7,8,9,NA
BT02210202X,Forsa,2021-02-02,BT,37,15,19,6,8,8,NA
BW01210204C,Infratest dimap,2021-02-04,BW,27,11,34,9,3,10,NA
TH05210204J,INSA,2021-02-04,TH,22,7,8,6,31,23,NA
BT01210204X,Infratest dimap,2021-02-04,BT,34,15,21,8,6,10,NA
BT13210204I,YouGov,2021-02-04,BT,36,15,18,7,9,10,NA
BW06210205D,Forschungsgruppe Wahlen,2021-02-05,BW,28,10,34,9,3,11,NA
RP06210205W,Forschungsgruppe Wahlen,2021-02-05,RP,33,31,13,5,4,7,NA
BT03210207B,Emnid,2021-02-07,BT,36,16,19,7,7,9,NA
BT02210209Y,Forsa,2021-02-09,BT,37,15,19,7,7,8,NA
BW05210213E,INSA,2021-02-13,BW,28,11,31,10,4,11,NA
BT03210214C,Emnid,2021-02-14,BT,35,17,18,8,7,10,NA
BT04210215Y,GMS,2021-02-15,BT,37,17,18,7,7,9,NA
BY04210216D,GMS,2021-02-16,BY,47,8,18,4,3,8,NA
BT02210216A,Forsa,2021-02-16,BT,35,16,19,7,8,8,NA
BT01210218Y,Infratest dimap,2021-02-18,BT,33,16,20,8,6,11,NA
BT03210220D,Emnid,2021-02-20,BT,34,16,19,8,8,9,NA
RP05210223X,INSA,2021-02-23,RP,33,31,12,6,3,9,NA
BT02210223B,Forsa,2021-02-23,BT,35,16,19,8,7,8,NA
BE01210224C,Infratest dimap,2021-02-24,BE,22,18,23,6,15,9,NA
HE01210225I,Infratest dimap,2021-02-25,HE,32,17,21,7,6,10,NA
RP01210225Y,Infratest dimap,2021-02-25,RP,31,30,12,7,3,9,NA
BT09210225P,Allensbach,2021-02-25,BT,37,15,20,7,7,9.5,NA
BT06210226O,Forschungsgruppe Wahlen,2021-02-26,BT,35,16,19,7,7,10,NA
BT13210226J,YouGov,2021-02-26,BT,33,16,18,8,8,11,NA
BT03210227E,Emnid,2021-02-27,BT,34,16,18,8,9,9,NA
TH01210302K,Infratest dimap,2021-03-02,TH,22,10,5,6,29,23,NA
BT02210302C,Forsa,2021-03-02,BT,34,16,19,7,8,9,NA
BW01210304F,Infratest dimap,2021-03-04,BW,25,10,33,10,4,12,NA
RP01210304A,Infratest dimap,2021-03-04,RP,28,30,12,9,3,9,NA
BT01210304A,Infratest dimap,2021-03-04,BT,33,16,20,7,7,11,NA
BW06210305G,Forschungsgruppe Wahlen,2021-03-05,BW,24,10,35,10,3,11,NA
RP06210305B,Forschungsgruppe Wahlen,2021-03-05,RP,29,33,11,7,3,9,NA
BT03210307F,Emnid,2021-03-07,BT,32,16,19,9,9,10,NA
RP05210309C,INSA,2021-03-09,RP,30,30,12,6,3,10,NA
BW05210310H,INSA,2021-03-10,BW,25,10,32,11,3,12,NA
BT02210310D,Forsa,2021-03-10,BT,33,16,18,8,8,10,NA
BW06210311I,Forschungsgruppe Wahlen,2021-03-11,BW,24,10,34,11,3,11,NA
NI09210311G,Allensbach,2021-03-11,NI,33,27,20,5,5,6,NA
RP06210311D,Forschungsgruppe Wahlen,2021-03-11,RP,29,33,10,6.5,3,9,NA
BW05210312J,INSA,2021-03-12,BW,23,11,32,11,4,13,NA
RP05210312E,INSA,2021-03-12,RP,29,32,10,7,3,10,NA
BT03210314G,Emnid,2021-03-14,BT,31,16,19,8,8,11,NA
BT02210317E,Forsa,2021-03-17,BT,29,16,21,8,8,10,NA
TH05210318L,INSA,2021-03-18,TH,19,9,8,6,30,23,NA
BT01210318B,Infratest dimap,2021-03-18,BT,29,17,20,9,7,11,NA
BT03210320H,Emnid,2021-03-20,BT,27,17,22,10,8,10,NA
BT09210324Q,Allensbach,2021-03-24,BT,28.5,18,21.5,8.5,8.5,10,NA
BT02210324F,Forsa,2021-03-24,BT,26,16,22,10,8,10,NA
BT06210326P,Forschungsgruppe Wahlen,2021-03-26,BT,28,15,23,9,7,12,NA
BT03210327I,Emnid,2021-03-27,BT,25,17,23,10,9,10,NA
